did_hometeam_win,hometeam_win_prob
1,0.6256684491978609
0,0.730077120822622
1,0.8424431044543863
0,0.37433155080213903
1,0.8931297709923663
1,0.6742037442256261
0,0.3510791366906475
1,0.6912521440823327
1,0.5108342361863488
1,0.6323766526926797
0,0.6489208633093525
0,0.8424431044543863
0,0.6604688763136621
1,0.5324675324675325
0,0.6912521440823327
0,0.33099297893681046
0,0.562043795620438
0,0.42888402625820565
0,0.3676233473073202
1,0.8715596330275228
1,0.6604688763136621
0,0.26645768025078376
0,0.24155844155844156
0,0.5427435387673957
1,0.42888402625820565
0,0.447405997144217
1,0.6187175043327556
1,0.9039548022598869
0,0.5962732919254659
0,0.4891657638136511
1,0.7220792588780237
1,0.6428571428571429
0,0.5962732919254659
0,0.7328244274809161
0,0.32211538461538464
1,0.8793285865431358
0,0.5324675324675325
1,0.8348221810214057
0,0.43795620437956206
0,0.30874785591766724
1,0.6792452830188679
1,0.6115107913669064
1,0.7584415584415585
1,0.8931297709923663
0,0.37433155080213903
0,0.10114192495921696
0,0.2597790385189609
0,0.4782608695652174
1,0.37433155080213903
0,0.6115107913669064
1,0.7985989492119089
1,0.7941726030596754
1,0.38848920863309355
0,0.6187175043327556
0,0.6323766526926797
0,0.6489208633093525
0,0.447405997144217
0,0.3676233473073202
0,0.5798319327731092
1,0.38128249566724437
1,0.4592767894747398
1,0.8459743290548425
1,0.7465831435079726
1,0.7727272727272727
1,0.8064516129032258
0,0.7644749754661432
0,0.7183098591549295
1,0.809233117130866
1,0.7465831435079726
1,0.5108342361863488
0,0.37433155080213903
0,0.6115107913669064
0,0.42016806722689076
1,0.3676233473073202
1,0.32075471698113206
0,0.5882115462252725
1,0.5324675324675325
1,0.9082568807339451
0,0.5217391304347826
1,0.4891657638136511
0,0.43795620437956206
0,0.6256684491978609
0,0.35714285714285715
1,0.953926022063595
0,0.7985989492119089
0,0.42888402625820565
1,0.6489208633093525
1,0.8074534161490683
1,0.7126329539093116
1,0.6690070210631895
1,0.5711159737417943
0,0.09147095179233622
0,0.6841382467383841
1,0.6841382467383841
1,0.7612395224790449
1,0.5798319327731092
1,0.7827211588204864
0,0.5427435387673957
0,0.15402567094515754
1,0.6256684491978609
0,0.7727272727272727
1,0.4782608695652174
0,0.2565597667638484
1,0.7104677060133631
1,0.8931297709923663
0,0.289532293986637
1,0.6742037442256261
1,0.8571428571428571
0,0.7265238879736409
1,0.5711159737417943
0,0.39596563317146055
0,0.43795620437956206
1,0.7617554858934169
0,0.1935483870967742
1,0.6957699520733487
0,0.5962732919254659
1,0.289532293986637
1,0.8988580750407831
0,0.2630773936983787
0,0.879120879120879
1,0.6115107913669064
1,0.4675324675324675
0,0.31111111111111106
1,0.6040343668285393
0,0.1724137931034483
1,0.562043795620438
1,0.4782608695652174
1,0.7502401536983669
0,0.28343023255813954
1,0.829345426338087
1,0.4891657638136511
1,0.90803728898967
1,0.7204034684126703
1,0.7126329539093116
1,0.745958429561201
1,0.299837925445705
1,0.7044334975369458
1,0.562043795620438
1,0.6727813584531482
0,0.747191011235955
1,0.32211538461538464
1,0.9498495878825338
1,0.7362296353762606
1,0.9443630459747357
1,0.5324675324675325
0,0.3720626631853786
1,0.6345305608065531
0,0.5882115462252725
0,0.6675191815856777
1,0.4675324675324675
1,0.3590992087644553
0,0.22683885457608083
1,0.7085889570552146
0,0.6489208633093525
1,0.562043795620438
1,0.8839141885499501
1,0.8633838762948506
1,0.5962732919254659
1,0.36546943919344677
0,0.7756269247690277
1,0.36546943919344677
1,0.5
0,0.6841382467383841
1,0.8112085625092909
0,0.30423004792665137
1,0.6489208633093525
1,0.7126329539093116
0,0.6489208633093525
1,0.8845686512758202
1,0.7165697674418604
1,0.5711159737417943
1,0.9050395668471469
1,0.6256684491978609
0,0.5882115462252725
1,0.8194748358862145
1,0.8459715639810428
0,0.337909186906019
1,0.8510158013544018
1,0.7879171125595876
0,0.447405997144217
0,0.7001620745542949
1,0.2637703646237393
1,0.5711159737417943
1,0.5324675324675325
0,0.42016806722689076
1,0.37889039242219213
1,0.7992821139980861
0,0.2873670460906886
0,0.5798319327731092
1,0.6489208633093525
1,0.6727813584531482
1,0.8991545083302979
0,0.5108342361863488
0,0.6345305608065531
1,0.7532188841201718
0,0.7085889570552146
1,0.5108342361863488
1,0.3395311236863379
1,0.5882115462252725
0,0.11414392059553351
0,0.42016806722689076
1,0.7842323651452283
1,0.6040343668285393
1,0.6604688763136621
1,0.7395517867958814
1,0.42888402625820565
1,0.8162544169611309
0,0.5427435387673957
0,0.5882115462252725
1,0.5711159737417943
1,0.562043795620438
0,0.27586206896551724
0,0.43795620437956206
1,0.9541073887104176
1,0.5324675324675325
1,0.6040343668285393
1,0.8720930232558138
1,0.5324675324675325
1,0.42016806722689076
0,0.6256684491978609
0,0.6388542963885429
1,0.8869565217391304
1,0.4117884537747275
1,0.8250000000000001
0,0.6256684491978609
0,0.6547884187082406
1,0.6040343668285393
0,0.37433155080213903
0,0.4675324675324675
1,0.5798319327731092
1,0.8524590163934427
0,0.5882115462252725
1,0.7634625062908907
1,0.6187175043327556
0,0.2540415704387991
0,0.21132376395534289
0,0.5798319327731092
1,0.7147147147147147
0,0.39596563317146055
1,0.8162544169611309
1,0.7395517867958814
1,0.7886762360446571
1,0.6792452830188679
1,0.7842323651452283
1,0.9400705052878965
1,0.7147147147147147
1,0.8328690807799444
0,0.6040343668285393
1,0.35294117647058826
1,0.9039548022598869
1,0.447405997144217
0,0.37433155080213903
0,0.1671309192200557
0,0.6187175043327556
1,0.6256684491978609
1,0.361145703611457
1,0.6115107913669064
1,0.4117884537747275
0,0.24210526315789477
1,0.552594002855783
1,0.7395517867958814
0,0.8162544169611309
1,0.5427435387673957
1,0.37433155080213903
0,0.5217391304347826
0,0.5217391304347826
0,0.5324675324675325
0,0.8328690807799444
0,0.1935483870967742
1,0.6115107913669064
1,0.7842323651452283
1,0.8162544169611309
1,0.6040343668285393
0,0.6115107913669064
1,0.8800000000000001
0,0.447405997144217
1,0.37433155080213903
0,0.84
0,0.6187175043327556
0,0.40372670807453415
0,0.43795620437956206
1,0.43795620437956206
1,0.6040343668285393
1,0.42888402625820565
1,0.7065820777160983
1,0.863013698630137
0,0.6659707724425887
1,0.35294117647058826
0,0.4117884537747275
0,0.24793388429752067
1,0.6547884187082406
0,0.5324675324675325
1,0.5882115462252725
0,0.6792452830188679
1,0.43795620437956206
1,0.8021828103683492
1,0.4572564612326044
1,0.552594002855783
1,0.6792452830188679
1,0.8162544169611309
0,0.136986301369863
0,0.447405997144217
1,0.8720930232558138
1,0.552594002855783
0,0.1671309192200557
0,0.5
1,0.8677165354330709
0,0.7687861271676301
0,0.4675324675324675
0,0.7355163727959698
1,0.4572564612326044
0,0.37433155080213903
0,0.31111111111111106
1,0.8162544169611309
1,0.3395311236863379
0,0.4572564612326044
0,0.38848920863309355
1,0.5798319327731092
1,0.4782608695652174
1,0.6040343668285393
0,0.6323766526926797
1,0.3020134228187919
0,0.6256684491978609
1,0.7395517867958814
0,0.33402922755741127
1,0.6470588235294118
1,0.5711159737417943
0,0.4572564612326044
1,0.7065820777160983
1,0.7520661157024794
1,0.4675324675324675
1,0.6888888888888889
0,0.20465116279069767
1,0.6470588235294118
0,0.40372670807453415
0,0.32721864154685176
1,0.745958429561201
1,0.6040343668285393
0,0.552594002855783
0,0.39596563317146055
1,0.5
1,0.9360374414976599
0,0.6256684491978609
0,0.2852852852852853
0,0.5882115462252725
1,0.5217391304347826
1,0.8720930232558138
0,0.42016806722689076
1,0.7395517867958814
1,0.18374558303886926
0,0.7065820777160983
0,0.6040343668285393
1,0.6659707724425887
1,0.5711159737417943
1,0.8800000000000001
1,0.8064516129032258
1,0.6470588235294118
0,0.4572564612326044
0,0.39596563317146055
1,0.9128630705394192
0,0.6979865771812079
1,0.5882115462252725
1,0.6256684491978609
1,0.8936170212765957
1,0.361145703611457
1,0.5962732919254659
0,0.4782608695652174
0,0.6979865771812079
1,0.5711159737417943
1,0.37433155080213903
1,0.6256684491978609
1,0.5
1,0.6388542963885429
0,0.33402922755741127
1,0.562043795620438
1,0.9202453987730062
1,0.84
1,0.6256684491978609
1,0.9039548022598869
0,0.5882115462252725
1,0.863013698630137
1,0.8869565217391304
1,0.42016806722689076
1,0.5427435387673957
